"Electorate Number #","Electorate Name","Voting Place ID","Voting Place Suburb","Voting Place Address","NZTM2000 Northing","NZTM2000 Easting","WGS84 Latitude","WGS84 Longitude"
34,"Northcote",1381,"Glenfield","Glenfield Primary School, 101 Chivalry Road",5928180.325,1754167.078,-36.77964194,174.7276326
34,"Northcote",3730,"Glenfield","Marlborough Primary School, 4 Wykeham Place",5927483.927,1754426.484,-36.78587468,174.7306795
34,"Northcote",1382,"Glenfield","Windy Ridge School, 50 Seaview Road",5927074.437,1752702.507,-36.78984398,174.7114486
34,"Northcote",4066,"Little Shoal Bay","Northcote Bowling Club, 9 Council Terrace",5924322.206,1755281.889,-36.81422372,174.740907
34,"Northcote",1385,"Northcote","Northbridge Retirement Village Hall, 45 Akoranga Drive",5926080.141,1756640.134,-36.79816001,174.7557664
34,"Northcote",1384,"Northcote","Northcote Intermediate, 145 Lake Road",5925985.754,1755736.435,-36.79915957,174.7456605
34,"Northcote",2962,"Northcote","Northcote Primary School, corner Lake & Onewa Roads",5924742.316,1755464.999,-36.81040824,174.7428732
34,"Northcote",1387,"Northcote","Sunnybrae Normal School, 36 Sunnybrae Road",5927046.522,1755671.267,-36.78961218,174.7447135
34,"Northcote",3736,"Northcote","Tongan Methodist Church Hall, corner Queen Street & Stafford Road",5924097.543,1755709.56,-36.81617777,174.7457457
34,"Northcote",1389,"Northcote","Willow Park School, 13 Compton Street",5926217.505,1754648.065,-36.79724976,174.7334189
35,"Northland",1390,"Ahipara","Ahipara School, Main Road",6107896.564,1613987.069,-35.17177596,173.1536018
35,"Northland",3816,"Arapohue","Arapohue School, Mititai Road",6014953.425,1686132.48,-36.00609286,173.9557321
35,"Northland",1392,"Awanui","Awanui School, Far North Road",6122525.958,1623175.76,-35.03968988,173.2540988
35,"Northland",1393,"Awarua","Te Hurihi Marae, Mangakahia Road",6062589.859,1675781.863,-35.57749679,173.8363802
35,"Northland",1395,"Broadwood","Broadwood Area School, Main Road",6097913.755,1635928.755,-35.26124483,173.3949911
35,"Northland",4043,"Baylys Beach","Baylys Beach Holiday Park, 24 Seaview Road",6021313.561,1667459.978,-35.95022683,173.7480175
35,"Northland",1397,"Dargaville","Dargaville Primary School, Portland Street",6022435.964,1678190.293,-35.93930794,173.8668767
35,"Northland",1396,"Dargaville","Selwyn Park Primary School, 38 Onslow Street",6023135.625,1679018.205,-35.93293387,173.875985
35,"Northland",3225,"Dargaville","The Lighthouse Church Hall, Normanby Street",6022485.755,1678529.005,-35.93883189,173.8706266
35,"Northland",1399,"Fairburn","Fairburn Hall, Main Fairburn-Peria Road",6115207.07,1637242.68,-35.10526406,173.4086544
35,"Northland",1400,"Herekino","Herekino School, Kaitaia-Awaroa Road",6097717.229,1619210.084,-35.26347729,173.2111967
35,"Northland",3444,"Horeke","Horeke School, Horeke Road",6086867.636,1652665.319,-35.36010185,173.5796915
35,"Northland",1402,"Hukerenui","Hukerenui School, 9 Crows Nest Road",6068530.019,1708559.858,-35.52089581,174.197284
35,"Northland",1403,"Kaeo","Kaeo Primary School, 4139 State Highway 10",6115560.402,1671872.191,-35.1002021,173.7885802
35,"Northland",1404,"Kaihu","Kaihu Hall, Wood Road",6041523.915,1663276.245,-35.76830094,173.7000263
35,"Northland",1405,"Kaikohe","Kaikohe East School, 36 Mangakahia Road",6081271.442,1673215.831,-35.4092604,173.8063775
35,"Northland",1406,"Kaikohe","Kaikohe Intermediate School, 11 Park Road",6081571.079,1672364.454,-35.40662112,173.7969749
35,"Northland",1407,"Kaingaroa","Kaingaroa School, State Highway 10",6124166.668,1630143.457,-35.02471117,173.330432
35,"Northland",3227,"Kaitaia","Kaitaia College, Redan Road",6113472.055,1623571.916,-35.12132183,173.2586998
35,"Northland",1409,"Kaitaia","Kaitaia Intermediate School, 45 North Road",6115355.966,1623558.663,-35.10433458,173.2585007
35,"Northland",1410,"Kaiwaka","Kaiwaka School, 33 Mangawhai Road",5997332.176,1730102.044,-36.16003347,174.4464123
35,"Northland",1411,"Karetu","Karetu School, Kura Road",6084842.249,1704829.2,-35.37424346,174.1540455
35,"Northland",1412,"Kawakawa","Kawakawa Primary School, 31-39 Albert Street",6083939.793,1696828.65,-35.38318843,174.0660901
35,"Northland",1413,"Kerikeri","Kerikeri Primary School, Hone Heke Road",6101215.029,1687036.213,-35.22834288,173.9564539
35,"Northland",3815,"Kerikeri","Kingston House, 123 Hone Heke Road",6101909.512,1686949.408,-35.22208906,173.9554267
35,"Northland",1414,"Kerikeri","Riverview School, Riverview Road",6103479.351,1688262.692,-35.20782092,173.9696873
35,"Northland",1415,"Kohukohu","Kohukohu Primary School, Beach Road",6086922.037,1649436.89,-35.35977656,173.5441541
35,"Northland",1416,"Mangamuka","Mangamuka School, 37 School Road",6103122.546,1649044.607,-35.2137222,173.5388676
35,"Northland",4100,"Mangawhai","Mangawhai Beach School, 34 Insley Street",6000588.213,1741878.059,-36.12903632,174.5767021
35,"Northland",3814,"Mangawhai Heads","Mangawhai Community Centre, Fagan Place",6004462.31,1742855.108,-36.09397837,174.5868537
35,"Northland",1418,"Mangonui","Mangonui School, 19 Colonel Mould Drive",6127881.757,1648771.923,-34.99048429,173.5344126
35,"Northland",1419,"Maromaku","Maromaku School, Maromaku School Road",6072425.197,1700239.071,-35.48665668,174.1050505
35,"Northland",1420,"Marua","Marua Hall, Marua Road",6063063.759,1723018.77,-35.56848115,174.357541
35,"Northland",1421,"Matauri Bay","Matauri Bay School, Wainui Road",6121806.448,1681744.206,-35.04313348,173.8962687
35,"Northland",1422,"Matawaia","Matawaia Kohanga Reo, Matawaia Road",6071491.791,1687092.907,-35.49631183,173.9602449
35,"Northland",3818,"Maungaturoto","Maungaturoto School, 8 Gorge Road",6003084.01,1721767.017,-36.10927433,174.3528812
35,"Northland",3596,"Moerewa","Moerewa School, Otiria Road",6082789.669,1691603.762,-35.3940512,174.008701
35,"Northland",1429,"Ngataki","Ngataki School, Far North Road",6155299.234,1604230.916,-34.74441082,173.0462221
35,"Northland",1430,"Oakura","Oakura Hall, Oakura Road",6082956.571,1722021.965,-35.38928603,174.3435562
35,"Northland",1431,"Ohaeawai","Ohaeawai School, Tennyson Street",6087493.169,1680310.311,-35.35261968,173.883894
35,"Northland",1433,"Okaihau","Okaihau Primary School, Settlers Way",6090805.151,1669473.529,-35.32357176,173.7643535
35,"Northland",1435,"Omapere","Opononi Area School, 263 State Highway 12",6068269.583,1635377.078,-35.5285554,173.3902118
35,"Northland",1436,"Opua","Opua School, Franklin Street",6091496.288,1701609.05,-35.31458928,174.1177749
35,"Northland",1437,"Opuawhanga","Opuawhanga Hall, North Road",6069213.259,1722051.39,-35.51316844,174.3459418
35,"Northland",1438,"Oromahoe","Oromahoe School, Te Aute Road",6091167.739,1688375.194,-35.31880942,173.9722482
35,"Northland",1439,"Paihia","Paihia School, School Road",6094963.537,1699166.895,-35.28357613,174.0904943
35,"Northland",1440,"Pakaraka","Pakaraka School, State Highway 10",6087026.95,1687025.623,-35.35625989,173.9578434
35,"Northland",1441,"Pakotai","Pakotai School, Ruddell Road (off Mangakahia Road)",6050237.072,1681499.418,-35.68840753,173.9007249
35,"Northland",1442,"Pamapuria","Pamapuria School, 6970 State Highway 1",6112173.321,1632052.827,-35.13279824,173.3518261
35,"Northland",4113,"Panguru","Panguru,Te Kura Taumata O Panguru, 2178 West Coast Road",6084659.718,1634811.248,-35.38079279,173.3832693
35,"Northland",1444,"Paparoa","Paparoa School, Franklin Road",6004307.426,1711030.645,-36.09953434,174.2334494
35,"Northland",1445,"Pawarenga","Te Kura o Hata Maria, Te Riha Road",6089542.481,1626326.101,-35.33702616,173.2896924
35,"Northland",1446,"Peria","Peria School, 1430 Oruru Road",6115904.57,1644443.065,-35.09868268,173.4876226
35,"Northland",1447,"Pipiwai","Te Horo School, 3239 Pipiwai Road",6057623.803,1692224.061,-35.62087079,174.0183912
35,"Northland",1945,"Port Albert","Port Albert Hall, 980 Port Albert Road",5983694.421,1730353.335,-36.28291288,174.4514747
35,"Northland",1450,"Pouto","Rangitane Community Centre, Pouto Road",5976285.17,1705216.726,-36.35276638,174.1726396
35,"Northland",1448,"Pukenui","Pukenui School, Lamb Road",6147204.145,1610654.561,-34.81736345,173.1165019
35,"Northland",1449,"Pukepoto","Pukepoto School, 818 Awaroa Road",6109295.006,1619464.911,-35.15907481,173.2137245
35,"Northland",3635,"Punaruku","Whangaruru School, 2916 Old Russell Road",6084882.684,1719238.904,-35.37225996,174.3126385
35,"Northland",1451,"Rawene","Rawene School, Marmon Street",6082069.47,1645968.653,-35.40369568,173.5062537
35,"Northland",1452,"Rawhiti","Rawhiti Kohanga Reo, Te Rawhiti Marae, 221  Rawhiti Road",6100291.609,1714782.117,-35.23387464,174.2614288
35,"Northland",1453,"Ruawai","Ruawai Primary School, Main Road",6002227.591,1691045.255,-36.12036244,174.0117049
35,"Northland",1454,"Russell","Russell School, Baker Street",6097305.677,1702227.554,-35.26215298,174.1238536
35,"Northland",3912,"Taheke","Taheke Health Centre, 3735 Horeke Road",6076372.406,1659250.518,-35.45436005,173.6529341
35,"Northland",1456,"Taipa","Taipa Area School, 578 State Highway 10",6127445.195,1642371.167,-34.99470929,173.4643015
35,"Northland",1457,"Taipuha","Taipuha Hall, Taipuha Station Road",6015054.713,1714853.926,-36.00221758,174.2743506
35,"Northland",1458,"Takahue","Takahue Community Hall, Takahue Saddle Road",6104647.226,1631248.012,-35.20068659,173.3432773
35,"Northland",1459,"Tangiteroria","Tangiteroria Primary School, 3078 State Highway 14",6035325.318,1694706.546,-35.82165355,174.0484307
35,"Northland",1460,"Tangowahine","Tangowahine Primary School, Tangowahine Valley Road",6030590.222,1684406.635,-35.86528076,173.9349228
35,"Northland",1953,"Tapora","Tapora Primary School, 1 Okahukura Road",5976303.231,1716902.79,-36.35125464,174.3028491
35,"Northland",1461,"Taupo Bay","Taupo Bay Holiday Park, Taupo Bay Road",6127453.409,1664565.033,-34.99346159,173.7074867
35,"Northland",1462,"Tautoro","Tautoro School, Mangakahia Road",6074194.566,1676228.828,-35.47283809,173.8402214
35,"Northland",1463,"Te Hapua","Te Hapua School, 14 Waharua Road",6180538.99,1591725.31,-34.51677445,172.9098469
35,"Northland",1464,"Te Iringa","Te Iringa Marae, Waimatenui Road",6076203.214,1670285.432,-35.45516655,173.7745431
35,"Northland",1465,"Te Kao","Te Kao Area School, 6603 Far North Road",6165206.646,1596932.762,-34.65507107,172.9665269
35,"Northland",1466,"Te Kopuru","Te Kopuru School, Norton Street",6012356.511,1683139.003,-36.02976342,173.9227931
35,"Northland",1467,"Te Tii","Te Tii School, Purerua Road",6111111.941,1690765.337,-35.1387836,173.9963387
35,"Northland",1468,"Tinopai","Tinopai Primary School, Tinopai Road",5987918.115,1711889.224,-36.24716168,174.245321
35,"Northland",1469,"Titoki","Mangakahia Area School, Mangakahia Road",6045228.794,1695748.654,-35.73227517,174.058781
35,"Northland",1470,"Tokerau Beach","Kura Kaupapa Rangiawhia School, Inland Road",6141297.212,1634728.905,-34.87009229,173.3799833
35,"Northland",3915,"Totara North","Totara North Hall, 4 School Road",6122261.336,1665178.945,-35.04023764,173.7146205
35,"Northland",1473,"Umawera","Umawera School, State Highway 1",6095192.168,1652230.341,-35.28506653,173.5743728
35,"Northland",1474,"Victoria Valley","Victoria Valley War Memorial Hall, Victoria Valley Road",6110635.548,1637276.26,-35.14648434,173.409229
35,"Northland",1475,"Waiharara","Waiharara School, Katavich Road",6134166.116,1616970.023,-34.93484918,173.1858222
35,"Northland",1476,"Waihue","Waihue Settlers' Hall, 2368 Waihue Road",6034387.977,1676025.332,-35.8317298,173.8417356
35,"Northland",1477,"Waikare","Te Kura o Waikare, School Road",6088565.641,1712167.285,-35.33987932,174.234302
35,"Northland",1478,"Waima","Waima School, State Highway 12",6072540.656,1653200.718,-35.48925029,173.5865201
35,"Northland",1479,"Waimamaku","Waimamaku Hall, State Highway 12",6065234.582,1643130.359,-35.55561296,173.4758903
35,"Northland",3632,"Waimate North","Sunday School, Te Ahu Ahu Road",6091496.094,1679432.178,-35.31660003,173.8738417
35,"Northland",1481,"Waiotira","Waiotira School, Ararua Road",6022184.076,1708144.184,-35.93872121,174.1989462
35,"Northland",1482,"Waipapa","Waipapa Hall, Waipapa Loop Road",6103677.408,1683421.172,-35.20644953,173.9164827
35,"Northland",1483,"Waipapakauri","Paparore School, 157 West Coast Road",6123841.05,1618504.603,-35.0279277,173.2028553
35,"Northland",4034,"Wellsford","Wellsford School, 47 School Road",5983479.066,1736179.23,-36.28404884,174.5163631
35,"Northland",1485,"Whakapara","Whakapara Hall, McLennan Road",6065782.054,1715633.336,-35.54486759,174.2756713
35,"Northland",1486,"Whananaki","Whananaki School, Whananaki North Road",6068932.582,1731910.948,-35.51443644,174.4546852
35,"Northland",1487,"Whangaroa","Whangaroa Hall, Whangaroa Road",6121218.17,1667891.597,-35.04946465,173.7444451
35,"Northland",3666,"Whirinaki","Te Kura Kaupapa Māori o Te Tonga o Hokianga, School Road",6073888.559,1641979.468,-35.47763491,173.462744
36,"Ōhāriu",4024,"Churton Park","Amesbury School Hall, 48 Amesbury Drive",5437537.389,1751121.499,-41.19943615,174.8022973
36,"Ōhāriu",1509,"Newlands","Bellevue School Hall, 12 Bancroft Terrace",5434555.974,1752948.761,-41.22593577,174.824825
36,"Ōhāriu",1495,"Johnsonville","Broderick Road Chapel, 17 Broderick Road",5434700.143,1751391.89,-41.22493058,174.8062232
36,"Ōhāriu",3325,"Khandallah","Cashmere Avenue School Hall, 110 Cashmere Avenue",5432176.361,1750666.613,-41.24778864,174.798197
36,"Ōhāriu",1492,"Churton Park","Churton Park School Hall, 90 Churton Drive",5436524.028,1751602.115,-41.20847004,174.8082777
36,"Ōhāriu",2547,"Crofton Downs","Crofton Downs Primary School Hall, 1 Chartwell Drive",5430923.78,1747777.679,-41.25959957,174.764037
36,"Ōhāriu",1520,"Tawa","Hampton Hill School Library, 4 Rimu Street",5441207.229,1752930.992,-41.1660555,174.8229504
36,"Ōhāriu",1493,"Grenada North","Grenada North Club Rooms, Nassau Avenue",5438860.648,1754084.238,-41.18696418,174.8372809
36,"Ōhāriu",1498,"Johnsonville","Johnsonville School Hall, 8 Morgan Street",5435324.116,1751348.979,-41.21932072,174.8055569
36,"Ōhāriu",4104,"Newlands","Ngā Hau e Whā o Paparārangi, 30 Ladbrooke Drive",5435011.507,1753825.013,-41.22166837,174.8351597
36,"Ōhāriu",1512,"Newlands","Newlands-Paparangi Tennis Club, 26 Black Rock Road",5434048.047,1752523.724,-41.23058904,174.8198832
36,"Ōhāriu",1511,"Newlands","Newlands School Hall, 200 Newlands Road",5434698.005,1752623.8,-41.22471839,174.8209143
36,"Ōhāriu",1521,"Tawa","New Life Church Hall, 236 Main Road",5440930.643,1753134.526,-41.16850729,174.8254445
36,"Ōhāriu",2556,"Crofton Downs","Ngaio Playcentre, 50 Silverstream Road",5431646.75,1747637.783,-41.25311583,174.7621928
36,"Ōhāriu",1513,"Ngaio","Ngaio Town Hall, 1 Ottawa Road",5431977.619,1748577.745,-41.24996461,174.7733264
36,"Ōhāriu",3326,"Ohariu","Ohariu Hall, 550 Ohariu Valley Road",5436927.3,1748847.357,-41.20535033,174.7753366
36,"Ōhāriu",4025,"Johnsonville","Onslow College Hall, Burma Road",5434093.746,1750759.531,-41.23050831,174.7988319
36,"Ōhāriu",1502,"Khandallah","Onslow Community Church, 4 Ngatoto Street",5432322.517,1749268.742,-41.24673203,174.7814855
36,"Ōhāriu",1516,"Paparangi","Paparangi School Hall, 59 Beazley Avenue",5435827.962,1752519.963,-41.21456458,174.819394
36,"Ōhāriu",1503,"Khandallah","Presbyterian Church Hall, 33 Ganges Road",5432237.416,1750172.657,-41.24733084,174.7922894
36,"Ōhāriu",1522,"Tawa","Redwood School, 69a Redwood Avenue",5439378.742,1752931.37,-41.18251802,174.8234115
36,"Ōhāriu",1510,"Newlands","Rewa Rewa School Hall, 18 Padnell Crescent",5435165.48,1752491.228,-41.22053455,174.8192167
36,"Ōhāriu",1504,"Khandallah","St Barnabas Parish Hall, 35 Box Hill",5432543.407,1750092.707,-41.24459071,174.7912604
36,"Ōhāriu",1518,"Tawa","Garage, 16 St Catherines Terrace",5439875.758,1752524.451,-41.17811988,174.8184383
36,"Ōhāriu",3349,"Wadestown","St Luke's Centre, 34 Pitt Street (corner Wadestown Road)",5430718.678,1748742.565,-41.26126918,174.7755997
36,"Ōhāriu",1523,"Tawa","Tawa School, 6 Oxford Street",5440414.665,1753161.474,-41.17314775,174.8258946
36,"Ōhāriu",1517,"Tawa","Garage, 127 Taylor Terrace",5439264.691,1753485.315,-41.18344012,174.8300416
36,"Ōhāriu",2576,"Wadestown","Wadestown School Hall, Rose Street (steep path access only)",5430568.766,1748088.597,-41.26273903,174.767833
36,"Ōhāriu",1499,"Johnsonville","West Park School Hall, 97 Broderick Road",5434742.223,1750643.948,-41.22469131,174.7972935
37,"Ōtaki",1595,"Foxton","Coley Street School, 53 Coley Street",5516924.067,1794384.356,-40.47563454,175.2931307
37,"Ōtaki",1596,"Foxton","Foxton Primary School, 5 Park Street",5517652.102,1793449.139,-40.46929915,175.2818844
37,"Ōtaki",3677,"Foxton Beach","Foxton Beach Primary School, 10 Carthew Terrace",5518672.807,1788760.315,-40.46118892,175.2263126
37,"Ōtaki",3881,"Poroutawhao","Poroutawhao Hall, State Highway 1",5508518.603,1792304.584,-40.55178387,175.2711671
37,"Ōtaki",1630,"Waitarere Beach","St Aidan's Anglican Church, 625 Waitarere Beach Road",5508641.254,1786578.789,-40.55198899,175.203556
37,"Ōtaki",1598,"Ihakara","Ihakara Hall, corner Tavistock Road & State Highway 57",5503109.027,1797697.594,-40.59920837,175.3365046
37,"Ōtaki",1601,"Levin","Fairfield School, 89 MacArthur Street",5500970.607,1794949.218,-40.6191098,175.3047094
37,"Ōtaki",3885,"Levin","Horowhenua District Council, 126 Oxford Street",5500373.467,1793164.978,-40.62490395,175.2838151
37,"Ōtaki",1599,"Levin","Levin Baptist Church, 19 Rugby Street",5500621.525,1793927.08,-40.62249255,175.2927423
37,"Ōtaki",1600,"Levin","Levin East School, 90 Bartholomew Road",5499925.434,1794251.132,-40.62868236,175.2967853
37,"Ōtaki",1603,"Levin","Levin Intermediate School, 20 Collingwood Street",5500939.51,1792041.813,-40.62007035,175.2703731
37,"Ōtaki",1605,"Levin","Levin North School, 148 Weraroa Road",5501547.642,1793389.99,-40.61428182,175.2861129
37,"Ōtaki",1604,"Levin","LifeChangers Church Hall, 87-89 Cambridge Street",5500576.504,1793455.017,-40.62300844,175.2871793
37,"Ōtaki",1606,"Levin","Taitoko School, 38 Kinross Street",5498872.267,1793632.061,-40.63830786,175.2897951
37,"Ōtaki",1608,"Ohau","Ohau School, 13 Muhunoa East Road",5496310.851,1790336.653,-40.66213121,175.2516294
37,"Ōtaki",1607,"Manakau","Manakau District Hall, Mokena Kohere Street",5490597.141,1787350.303,-40.71424918,175.2180326
37,"Ōtaki",1612,"Otaki","Hadfield Hall, 47 Te Rauparaha Street",5486643.427,1780434.254,-40.75138592,175.1373482
37,"Ōtaki",3882,"Otaki","Otaki Presbyterian Church, 249 Mill Road",5485815.776,1781791.557,-40.75853784,175.153656
37,"Ōtaki",1613,"Otaki","Waitohu School, 20-22 Te Manuao Road",5485880.683,1782865.811,-40.7577154,175.1663549
37,"Ōtaki",3178,"Otaki Beach","Otaki Surf Lifesaving Club, Marine Parade",5488311.131,1778720.759,-40.73674647,175.1165879
37,"Ōtaki",3524,"Te Horo","Te Horo Hall, 50 School Road",5480070.273,1779633.438,-40.810735,175.1297584
37,"Ōtaki",1626,"Waikanae","Kapanui School, 23 Rimu Street",5473222.081,1773131.853,-40.87378398,175.0546266
37,"Ōtaki",1625,"Waikanae","Waikanae Baptist Church, 286 Te Moana Road",5472949.109,1772121.814,-40.87645432,175.0427229
37,"Ōtaki",4110,"Waikanae","Waikanae Funeral Home, corner Kapanui Road & Omahi Street",5473244.988,1773973.872,-40.87339937,175.0646066
37,"Ōtaki",1628,"Waikanae","Waikanae Primary School Hall, Hira Street",5472947.31,1774482.471,-40.87597105,175.0707221
37,"Ōtaki",1629,"Waikanae Beach","Waikanae Beach Community Hall, 22A Rauparaha Street",5474387.212,1770722.832,-40.86380016,175.0257351
37,"Ōtaki",1615,"Paraparaumu","Kapiti Primary School, corner Kapiti & Rimu Roads",5468825.117,1768823.537,-40.9142686,175.0047233
37,"Ōtaki",3678,"Paraparaumu","Mazengarb Sports Complex, Mazengarb Road",5471120.172,1768956.66,-40.89357906,175.0056786
37,"Ōtaki",3416,"Paraparaumu","The Meadows Church, corner Realm Drive & Mazengarb Road",5470688.145,1769348.645,-40.89738753,175.0104469
37,"Ōtaki",1617,"Paraparaumu  Beach","Kapiti Senior Citizens Centre, 45 Ocean Road",5470911.808,1767064.189,-40.89584338,174.9832821
37,"Ōtaki",1619,"Paraparaumu  Beach","Paraparaumu Beach Guide Hall, Te Kupe Road",5472592.248,1767937.699,-40.88053571,174.9931917
37,"Ōtaki",1620,"Paraparaumu  Beach","Paraparaumu Beach School, Gray Avenue",5471479.217,1768037.653,-40.89053577,174.9946783
38,"Pakuranga",1631,"Bucklands Beach","Bucklands Beach Intermediate School, 247 Bucklands Beach Road",5916388.772,1770253.187,-36.88312596,174.9104516
38,"Pakuranga",1636,"Bucklands Beach","Bucklands Beach Primary School, 107 Clovelly Road",5918334.342,1770057.25,-36.86563245,174.9078179
38,"Pakuranga",1632,"Bucklands Beach","Macleans College, 2 Macleans Road",5916426.488,1770608.103,-36.88272207,174.9144237
38,"Pakuranga",1633,"Bucklands Beach","Macleans Primary School, 10 Wycherley Drive",5915736.068,1770395.498,-36.88898086,174.9121944
38,"Pakuranga",1635,"Bucklands Beach","Stand Children's Services , 1-9 Pigeon Mountain Road",5916492.925,1769339.992,-36.88235185,174.9001863
38,"Pakuranga",1641,"Howick","Howick Intermediate School, 1 Botany Road",5914537.121,1770910.905,-36.8996896,174.9182458
38,"Pakuranga",1643,"Howick","Owairoa  Primary School, corner Wellington & Nelson Streets",5914590.568,1771630.791,-36.89907737,174.9263093
38,"Pakuranga",1642,"Mellons Bay","Mellons Bay Primary School, 140 Mellons Bay Road",5916029.493,1772092.881,-36.88602926,174.9311662
38,"Pakuranga",1644,"Pakuranga","Anchorage Park Primary School, 16 Swan Crescent",5912407.934,1766302.257,-36.91969682,174.8670128
38,"Pakuranga",4017,"Pakuranga","Dance Xpress, 135 Cascades Road",5913115.146,1769396.623,-36.91277416,174.9015766
38,"Pakuranga",1647,"Pakuranga","Edgewater College, 32 Edgewater Drive",5912082.305,1766984.882,-36.92250997,174.8747445
38,"Pakuranga",1648,"Pakuranga","Elm Park School, 46 Gossamer Drive",5913401.032,1768366.23,-36.91038298,174.889952
38,"Pakuranga",1649,"Pakuranga","Farm Cove Intermediate School, 14-16 Butley Drive",5914941.245,1768490.137,-36.89648406,174.8909996
38,"Pakuranga",1646,"Pakuranga","Pakuranga College, 176-180 Pigeon Mountain Road",5914795.173,1769447.412,-36.89762867,174.9017706
38,"Pakuranga",1650,"Pakuranga","Pakuranga Heights Primary School, 77 Udys Road",5912838.701,1767694.365,-36.91556913,174.8825384
38,"Pakuranga",1653,"Pakuranga","Pakuranga Recreation & Youth Centre, 13c Reeves Road",5913049.04,1766865.961,-36.91382101,174.8731969
38,"Pakuranga",1651,"Pakuranga","Riverhills Primary School, 13 Waikaremoana Place",5912339.957,1768317.342,-36.91995162,174.8896394
38,"Pakuranga",1652,"Pakuranga","Sunnyhills Primary School, 17 The Crest",5914303.885,1767804.428,-36.9023487,174.8834487
39,"Palmerston North",1682,"Awapuni","Awapuni Community Centre, 22 Newbury Street",5527894.857,1820115.964,-40.37048016,175.5926095
39,"Palmerston North",1658,"Awapuni","Awapuni School Hall, 18 Rochester Street",5527771.779,1819664.855,-40.37170682,175.5873437
39,"Palmerston North",1863,"Cloverlea","Cloverlea School Hall, 55 Herbert Avenue",5530674.574,1819560.531,-40.34560899,175.5851174
39,"Palmerston North",3977,"Highbury","Christian Church of Samoa, 39 Havelock Avenue",5529408.634,1818942.048,-40.35716508,175.5782765
39,"Palmerston North",1665,"Highbury","Somerset Crescent School Hall, 45 Somerset Crescent",5529861.341,1819494.605,-40.35294549,175.5846215
39,"Palmerston North",1683,"Highbury","St Michael's Church Hall, 52 Pembroke Street",5529078.13,1819564.705,-40.35997599,175.5857156
39,"Palmerston North",1662,"Hokowhitu","College Street Normal School Hall, 402 College Street",5528906.371,1822449.519,-40.36075751,175.6197152
39,"Palmerston North",1666,"Hokowhitu","Hokowhitu School Hall, 227 Albert Street",5529293.568,1823309.726,-40.357043,175.6297
39,"Palmerston North",1679,"Hokowhitu","Ryder-Cheshire Centre, 114 Te Awe Awe Street",5528273.262,1823222.799,-40.36624875,175.6290343
39,"Palmerston North",3976,"Hokowhitu","St Alban's Church, 339 Albert Street",5528742.062,1823590.133,-40.36193129,175.633192
39,"Palmerston North",1689,"Hokowhitu","Winchester School Hall, 552 Ruahine Street",5528923.565,1824408.086,-40.36007818,175.6427514
39,"Palmerston North",3626,"Kelvin Grove","Cornerstone Christian School, Administration Building, 119 Mihaere Drive",5532177.629,1825261.018,-40.33056305,175.651638
39,"Palmerston North",1864,"Kelvin Grove","Kelvin Grove Community Centre, 68 Kaimanawa Street",5532043.489,1824329.758,-40.33202096,175.6407339
39,"Palmerston North",1865,"Milson","Milson School Hall, 7 Rutland Place",5532148.258,1821934.043,-40.33171824,175.6125239
39,"Palmerston North",1866,"Milson","St Peter's College, Gym-Classroom, 22-38 Rennie Avenue",5531947.119,1821223.859,-40.33371693,175.6042417
39,"Palmerston North",1660,"Palmerston North","Central Normal School Hall, 201 Featherston Street",5530005.112,1821063.043,-40.3512375,175.6030226
39,"Palmerston North",1663,"Palmerston North","Emmanuel Congregational Church Hall, 43 Victoria Avenue",5529907.665,1822481.429,-40.35173754,175.6197416
39,"Palmerston North",1668,"Palmerston North","Intermediate Normal School Performing Arts Centre, 31 South Street",5528841.272,1821634.3,-40.36156039,175.6101467
39,"Palmerston North",1664,"Palmerston North","Palmerston North Girls' High School, Huia Centre, 3 Huia Street,",5528183.156,1822389.571,-40.36728228,175.619262
39,"Palmerston North",1672,"Palmerston North","Public Hospital Education Centre Hall, Gate 12, 50 Ruahine Street",5531277.061,1822455.283,-40.33942018,175.618957
39,"Palmerston North",1673,"Palmerston North","Queen Elizabeth College Hall, 350-382 Rangitikei Street",5530482.697,1821209.017,-40.34690058,175.6045743
39,"Palmerston North",1678,"Palmerston North","Russell Street School Hall, 19-31 Russell Street",5531254.003,1821978.151,-40.33975471,175.6133533
39,"Palmerston North",1659,"Palmerston North","St Luke's Lutheran Church Hall, corner Church & McGiffert Streets",5528965.268,1821238.175,-40.36054959,175.6054432
39,"Palmerston North",3993,"Palmerston North","Te Manawa Museum, 326 Main Street",5529272.215,1821456.407,-40.3577292,175.6079042
39,"Palmerston North",1680,"Palmerston North","The Salvation Army Hall, 431 Church Street",5529578.542,1822213.39,-40.35477102,175.6167031
39,"Palmerston North",1670,"Park West","Olive Tree Village Community Centre, 13 Olive Grove",5528544.918,1818928.581,-40.36494214,175.5784144
39,"Palmerston North",1671,"Parkland","Parkland School Hall, 41 Parkland Crescent",5529964.861,1824263.939,-40.35074564,175.6406897
39,"Palmerston North",1676,"Riverdale","Riverdale School Hall, 95 Slacks Road",5527019.622,1820218.076,-40.37833028,175.5941133
39,"Palmerston North",1677,"Roslyn","Roslyn School Hall, 38 Kipling Street",5532268.489,1823699.543,-40.33016509,175.6332439
39,"Palmerston North",2883,"Roslyn","Ross Intermediate School Hall, 25 Freyberg Street",5531327.136,1823017.441,-40.33881953,175.6255512
